,Testers,Accuracy,TP,TN,FP,FN,ERR,FRR,FAR,EER,Sensitivity(TPR),TAR,Specificity(TNR),F-score,k values,Iterations
72,11_User,0.875,90.33333333333333,84.66666666666667,15.333333333333334,9.666666666666666,0.125,0.09666666666666666,0.15333333333333335,0.0,0.9033333333333333,0.9033333333333333,0.8466666666666667,0.8784440842787682,30.0,30.0
73,12_User,0.8683333333333334,96.0,77.66666666666667,22.333333333333332,4.0,0.13166666666666665,0.04,0.22333333333333333,0.0,0.96,0.96,0.7766666666666667,0.8793893129770992,30.0,30.0
74,13_User,0.7866666666666666,83.33333333333333,74.0,26.0,16.666666666666668,0.21333333333333335,0.16666666666666669,0.26,0.0,0.8333333333333333,0.8333333333333333,0.74,0.7961783439490446,30.0,30.0
75,14_User,0.535,37.666666666666664,69.33333333333333,30.666666666666668,62.333333333333336,0.465,0.6233333333333334,0.3066666666666667,0.0,0.37666666666666665,0.3766666666666666,0.6933333333333332,0.4475247524752475,30.0,30.0
76,15_User,0.6633333333333334,59.0,73.66666666666667,26.333333333333332,41.0,0.33666666666666667,0.41,0.2633333333333333,0.0,0.59,0.5900000000000001,0.7366666666666667,0.6366906474820143,30.0,30.0
77,17_User,0.715,66.66666666666667,76.33333333333333,23.666666666666668,33.333333333333336,0.285,0.33333333333333337,0.2366666666666667,0.0,0.6666666666666667,0.6666666666666666,0.7633333333333333,0.7005253940455342,30.0,30.0
78,18_User,0.4,8.333333333333334,71.66666666666667,28.333333333333332,91.66666666666667,0.6,0.9166666666666667,0.2833333333333333,0.0,0.08333333333333334,0.08333333333333326,0.7166666666666667,0.12195121951219512,30.0,30.0
79,19_User,0.5616666666666668,61.0,51.333333333333336,48.666666666666664,39.0,0.4383333333333333,0.39,0.48666666666666664,0.0,0.61,0.61,0.5133333333333333,0.5818759936406995,30.0,30.0
80,20_User,0.6483333333333333,45.333333333333336,84.33333333333333,15.666666666666666,54.666666666666664,0.3516666666666666,0.5466666666666666,0.15666666666666665,0.0,0.45333333333333337,0.45333333333333337,0.8433333333333333,0.5631469979296067,30.0,30.0
81,21_User,0.7933333333333334,83.0,75.66666666666667,24.333333333333332,17.0,0.20666666666666664,0.17,0.24333333333333332,0.0,0.83,0.83,0.7566666666666667,0.8006430868167203,30.0,30.0
82,22_User,0.9483333333333335,98.0,91.66666666666667,8.333333333333334,2.0,0.051666666666666666,0.02,0.08333333333333334,0.0,0.98,0.98,0.9166666666666667,0.949919224555735,30.0,30.0
83,23_User,0.8866666666666666,98.0,79.33333333333333,20.666666666666668,2.0,0.11333333333333334,0.02,0.20666666666666667,0.0,0.98,0.98,0.7933333333333333,0.8963414634146342,30.0,30.0
84,24_User,0.6683333333333334,57.0,76.66666666666667,23.333333333333332,43.0,0.33166666666666667,0.43,0.2333333333333333,0.0,0.57,0.5700000000000001,0.7666666666666667,0.6321626617375231,30.0,30.0
85,25_User,0.8116666666666665,87.0,75.33333333333333,24.666666666666668,13.0,0.18833333333333335,0.13,0.24666666666666667,0.0,0.87,0.87,0.7533333333333333,0.8220472440944883,30.0,30.0
86,26_User,0.88,93.33333333333333,82.66666666666667,17.333333333333332,6.666666666666667,0.12,0.06666666666666667,0.1733333333333333,0.0,0.9333333333333332,0.9333333333333333,0.8266666666666667,0.8860759493670886,30.0,30.0
87,27_User,0.675,43.666666666666664,91.33333333333333,8.666666666666666,56.333333333333336,0.325,0.5633333333333334,0.08666666666666666,0.0,0.43666666666666665,0.43666666666666665,0.9133333333333333,0.573304157549234,30.0,30.0
88,28_User,0.8633333333333334,88.0,84.66666666666667,15.333333333333334,12.0,0.1366666666666667,0.12,0.15333333333333335,0.0,0.88,0.88,0.8466666666666667,0.8655737704918033,30.0,30.0
89,29_User,0.48833333333333334,28.666666666666668,69.0,31.0,71.33333333333333,0.5116666666666666,0.7133333333333333,0.31,0.0,0.2866666666666667,0.28666666666666674,0.69,0.3590814196242171,30.0,30.0
90,30_User,0.71,65.0,77.0,23.0,35.0,0.29,0.35,0.23,0.0,0.65,0.65,0.77,0.6914893617021277,30.0,30.0
91,31_User,0.6166666666666667,29.666666666666668,93.66666666666667,6.333333333333333,70.33333333333333,0.3833333333333333,0.7033333333333333,0.06333333333333332,0.0,0.2966666666666667,0.29666666666666675,0.9366666666666668,0.4362745098039216,30.0,30.0
92,32_User,0.535,23.0,84.0,16.0,77.0,0.465,0.77,0.16,0.0,0.23,0.22999999999999998,0.84,0.33093525179856115,30.0,30.0
93,1_User,0.6733333333333333,77.0,57.666666666666664,42.333333333333336,23.0,0.3266666666666667,0.23,0.42333333333333334,0.0,0.77,0.77,0.5766666666666667,0.7021276595744681,45.0,30.0
94,2_User,0.6166666666666667,32.666666666666664,90.66666666666667,9.333333333333334,67.33333333333333,0.3833333333333333,0.6733333333333333,0.09333333333333334,0.0,0.32666666666666666,0.32666666666666666,0.9066666666666667,0.460093896713615,45.0,30.0
95,3_User,0.6366666666666667,41.666666666666664,85.66666666666667,14.333333333333334,58.333333333333336,0.36333333333333334,0.5833333333333334,0.14333333333333334,0.0,0.41666666666666663,0.41666666666666663,0.8566666666666667,0.5341880341880342,45.0,30.0
96,4_User,0.8416666666666666,95.33333333333333,73.0,27.0,4.666666666666667,0.15833333333333333,0.04666666666666667,0.27,0.0,0.9533333333333333,0.9533333333333334,0.73,0.8575712143928036,45.0,30.0
97,5_User,0.6383333333333333,39.0,88.66666666666667,11.333333333333334,61.0,0.36166666666666664,0.61,0.11333333333333334,0.0,0.39,0.39,0.8866666666666667,0.5188470066518848,45.0,30.0
98,6_User,0.9366666666666668,97.66666666666667,89.66666666666667,10.333333333333334,2.3333333333333335,0.06333333333333334,0.023333333333333334,0.10333333333333333,0.0,0.9766666666666667,0.9766666666666667,0.8966666666666667,0.939102564102564,45.0,30.0
99,7_User,0.7166666666666666,69.0,74.33333333333333,25.666666666666668,31.0,0.2833333333333334,0.31,0.25666666666666665,0.0,0.69,0.69,0.7433333333333333,0.7089041095890412,45.0,30.0
100,8_User,0.8883333333333333,97.33333333333333,80.33333333333333,19.666666666666668,2.6666666666666665,0.11166666666666668,0.026666666666666665,0.19666666666666668,0.0,0.9733333333333333,0.9733333333333334,0.8033333333333332,0.8970814132104455,45.0,30.0
101,9_User,0.7483333333333334,70.0,79.66666666666667,20.333333333333332,30.0,0.25166666666666665,0.3,0.2033333333333333,0.0,0.7,0.7,0.7966666666666667,0.7355516637478108,45.0,30.0
102,10_User,0.6583333333333334,44.0,87.66666666666667,12.333333333333334,56.0,0.3416666666666666,0.56,0.12333333333333334,0.0,0.44,0.43999999999999995,0.8766666666666667,0.5628997867803839,45.0,30.0
